instance,cols,rows,colsPerRow,equalities,nzEqualities,percEqualities,percNzEqualities,inequalities,nzInequalities,nz,density,bin,genInt,integer,continuous,percInteger,percBin,nUnbounded1,percUnbounded1,nUnbounded2,percUnbounded2,rPartitioning,rPercPartitioning,rPacking,rPercPacking,rPartPacking,rPercRowsPartPacking,rCovering,rPercCovering,rCardinality,rPercCardinality,rKnapsack,rPercKnapsack,rIntegerKnapsack,rPercIntegerKnapsack,rInvKnapsack,rPercInvKnapsack,rSingleton,rPercSingleton,rAggre,rPercAggre,rPrec,rPercPrec,rVarBnd,rPercVarBnd,rBinPacking,rPercBinPacking,rMixedBin,rPercMixedBin,rGenInt,rPercGenInt,rFlowBin,rPercFlowBin,rFlowMx,rPercFlowMx,rNzRowsPartitioning,rNzPercRowsPartitioning,rNzRowsPacking,rNzPercRowsPacking,rNzrowsPartPacking,rNzpercRowsPartPacking,rNzRowsCovering,rNzPercRowsCovering,rNzRowsCardinality,rNzPercRowsCardinality,rNzRowsKnapsack,rNzPercRowsKnapsack,rNzRowsIntegerKnapsack,rNzPercRowsIntegerKnapsack,rNzRowsInvKnapsack,rNzPercRowsInvKnapsack,rNzRowsSingleton,rNzPercRowsSingleton,rNzRowsAggr,rNzPercRowsAggr,rNzRowsPrec,rNzPercRowsPrec,rNzRowsVarBnd,rNzPercRowsVarBnd,rNzRowsBinPacking,rNzPercRowsBinPacking,rNzRowsMixedBin,rNzPercRowsMixedBin,rNzRowsGenInt,rNzPercRowsGenInt,rNzRowsFlowBin,rNzPercRowsFlowBin,rNzRowsFlowMx,rNzPercRowsFlowMx,aMin,aMax,aAvg,aStdDev,aRatioLSA,aAllInt,aPercInt,aDiffVal,anShortInts,apercShortInts,objMin,objMax,objAvg,objStdDev,objRatioLSA,objAllInt,objPercInt,objDiffVal,objnShortInts,objpercShortInts,rhsMin,rhsMax,rhsAvg,rhsStdDev,rhsRatioLSA,rhsAllInt,rhsPercInt,rhsDiffVal,rhsnShortInts,rhspercShortInts,rowNzMin,rowNzMax,rowNzAvg,rowNzStdDev,colNzMin,colNzMax,colNzAvg,colNzStdDev,rowsLess4Nz,rowsLess8Nz,rowsLess16Nz,rowsLess32Nz,rowsLess64Nz,rowsLess128Nz,rowsLess256Nz,rowsLess512Nz,rowsLess1024Nz,percRowsLess4Nz,percRowsLess8Nz,percRowsLess16Nz,percRowsLess32Nz,percRowsLess64Nz,percRowsLess128Nz,percRowsLess256Nz,percRowsLess512Nz,percRowsLess1024Nz,rowsLeast4Nz,rowsLeast8Nz,rowsLeast16Nz,rowsLeast32Nz,rowsLeast64Nz,rowsLeast128Nz,rowsLeast256Nz,rowsLeast512Nz,rowsLeast1024Nz,rowsLeast2048Nz,rowsLeast4096Nz,percRowsLeast4Nz,percRowsLeast8Nz,percRowsLeast16Nz,percRowsLeast32Nz,percRowsLeast64Nz,percRowsLeast128Nz,percRowsLeast256Nz,percRowsLeast512Nz,percRowsLeast1024Nz,percRowsLeast2048Nz,percRowsLeast4096Nz,colsLess4Nz,colsLess8Nz,colsLess16Nz,colsLess32Nz,colsLess64Nz,colsLess128Nz,colsLess256Nz,colsLess512Nz,colsLess1024Nz,percColsLess4Nz,percColsLess8Nz,percColsLess16Nz,percColsLess32Nz,percColsLess64Nz,percColsLess128Nz,percColsLess256Nz,percColsLess512Nz,percColsLess1024Nz,colsLeast4Nz,colsLeast8Nz,colsLeast16Nz,colsLeast32Nz,colsLeast64Nz,colsLeast128Nz,colsLeast256Nz,colsLeast512Nz,colsLeast1024Nz,colsLeast2048Nz,colsLeast4096Nz,percColsLeast4Nz,percColsLeast8Nz,perccolsLeast16Nz,perccolsLeast32Nz,perccolsLeast64Nz,perccolsLeast128Nz,perccolsLeast256Nz,perccolsLeast512Nz,perccolsLeast1024Nz,perccolsLeast2048Nz,perccolsLeast4096Nz
ns1952667,13264.0,41.0,323.512,41,335643.0,0,100.0,0.0,0.0,335643.0,61.718999999999994,0.0,13264,13264.0,0.0,100.0,0.0,13264,100.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1,2.43902,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,41,100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.000297936,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,335643.0,100.0,0.0,0.0,0.0,0.0,1.0,192.0,4.80219,4.63455,192.0,0,0.0,40,0.0,0.0,0.0,2.225069999999996e-308,0.0,0.0,0.0,0,0.0,1,0,0.0,72.0,6912.0,1615.61,1661.94,96.0,0,0.0,12,0,0.0,1,13174,8186.41,3858.91,1,35,0,25.6513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.43902,2.43902,2.43902,2.43902,2.43902,2.43902,2.43902,2.43902,4.87805,40.0,40.0,40,40,40,40,40,40,39,36,34,97.561,97.561,97.561,97.561,97.561,97.561,97.561,97.561,95.12200000000001,87.8049,82.9268,5.0,29.0,372.0,12984.0,13264.0,13264.0,13264.0,13264.0,13264.0,0.037696,0.218637,2.80458,97.889,100.0,100.0,100.0,100.0,100.0,13262.0,13247.0,13001,763,0,0,0,0,0,0,0,99.9849,99.8718,98.0172,5.75241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns2071214,2720.0,6250.0,0.4352,501,3708.0,0,17.2674,5749.0,17766.0,21474.0,0.126318,2220.0,0,2220.0,500.0,81.6176,81.6176,500,18.3824,0,0.0,1,0.016,50,0.8,0,0,15,0.24,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,2940.0,47.04,0,0.0,5193.0,83.088,0,0.0,157,0,0,0,3.0,0.013970400000000001,750.0,3.4926,753.0,3.5065699999999995,750.0,3.4926,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,5880.0,27.381999999999998,0,0.0,14796.0,68.9019,0.0,0.0,2333.0,10.8643,0.0,0.0,-1000.0,1000.0,-205.123,547.905,1000.0,0,48.2118,4,10353.0,48.2118,0.0,1.0,0.00036764699999999997,0.0191706,1.0,0,0.0,2,0,0.0,-1997.0,2000.0,-603.3480000000002,1316.88,2000.0,0,58.8,32,3675,58.8,0,200,3.4358400000000002,6.65919,3,66,0,9.0373,6028.0,6175.0,6225.0,6225.0,6240.0,6243.0,6250.0,6250.0,6250.0,96.448,98.8,99.6,99.6,99.84,99.88799999999999,100.0,100.0,100.0,2917.0,75.0,25,25,10,7,0,0,0,0,0,46.672,1.2,0.4,0.4,0.16,0.11199999999999999,0.0,0.0,0.0,0.0,0.0,1034.0,1495.0,2576.0,2719.0,2719.0,2720.0,2720.0,2720.0,2720.0,38.0147,54.9632,94.7059,99.9632,99.9632,100.0,100.0,100.0,100.0,2715.0,1225.0,145,1,1,0,0,0,0,0,0,99.8162,45.0368,5.3308800000000005,0.0367647,0.0367647,0.0,0.0,0.0,0.0,0.0,0.0
ns2124243,156083.0,139280.0,1.1206399999999999,67264,112335.0,0,26.1834,72016.0,316697.0,429032.0,0.00197354,16447.0,0,16447.0,139636.0,10.5373,10.5373,134596,86.2336,0,0.0,2,0.00143596,0,0.0,0,0,0,0.0,62,0.044514599999999994,0,0,0,0,0,0.0,40371,28.9855,25048,17.9839,0,0,25076.0,18.004,0,0.0,139216.0,99.954,0,0.0,0,0,0,0,96.0,0.022376,0.0,0.0,96.0,0.022376,0.0,0.0,16351,3.81114,0.0,0.0,0,0,0.0,0.0,40371,9.40979,50096,11.6765,0,0,50152.0,11.6896,0,0.0,412585.0,96.1665,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.0836301,0.935699,2.0,0,42.4341,3,182056.0,42.4341,0.0,6000.0,53.7435,156.248,300.0,0,0.0,10,0,0.0,-1.0,12.0,0.00982912,0.185556,12.0,0,0.05743830000000001,13,80,0.05743830000000001,1,417,3.0803599999999998,9.3433,1,28,0,3.43678,134901.0,136739.0,137795.0,138792.0,139174.0,139189.0,139196.0,139280.0,139280.0,96.85600000000001,98.1756,98.9338,99.6496,99.9239,99.9347,99.9397,100.0,100.0,37985.0,2819.0,2385,488,106,91,84,0,0,0,0,27.2724,2.02398,1.71238,0.350373,0.0761057,0.065336,0.060310199999999994,0.0,0.0,0.0,0.0,138796.0,154634.0,155810.0,156083.0,156083.0,156083.0,156083.0,156083.0,156083.0,88.9245,99.0716,99.8251,100.0,100.0,100.0,100.0,100.0,100.0,52707.0,1995.0,273,0,0,0,0,0,0,0,0,33.7686,1.27817,0.174907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns2137859,103361.0,206726.0,0.49999,1282,410561.0,0,44.4483,205444.0,513121.0,923682.0,0.00432286,103041.0,0,103041.0,320.0,99.6904,99.6904,320,0.309595,0,0.0,640,0.309589,0,0.0,0,0,2,0.0009674639999999999,0,0.0,0,0,0,0,0,0.0,103442,50.0382,0,0.0,0,0,240.0,0.116096,0,0.0,102400.0,49.5342,0,0.0,321,0,0,0,204800.0,22.1721,0.0,0.0,204800.0,22.1721,640.0,0.06928789999999999,0,0.0,0.0,0.0,0,0,0.0,0.0,103442,11.1989,0,0.0,0,0,480.0,0.0519659,0,0.0,306800.0,33.2149,0.0,0.0,205440.0,22.2414,0.0,0.0,-368.0,2048.0,445.972,707.1,2048.0,0,22.1981,167,205040.0,22.1981,-7.0,2024.0,870.221,363.289,404.8,0,0.07739860000000001,64,80,0.07739860000000001,0.0,1399.0,883.077,515.154,1399.0,0,0.0,4,0,0.0,1,102640,4.46815,227.81599999999997,2,639,0,36.2324,205762.0,205762.0,205762.0,205762.0,205762.0,205762.0,205762.0,206404.0,206725.0,99.5337,99.5337,99.5337,99.5337,99.5337,99.5337,99.5337,99.8442,99.9995,964.0,964.0,964,964,964,964,964,322,1,1,1,0.466318,0.466318,0.466318,0.466318,0.466318,0.466318,0.466318,0.15576199999999998,0.00048373199999999996,0.00048373199999999996,0.00048373199999999996,321.0,103041.0,103041.0,103041.0,103041.0,103041.0,103041.0,103041.0,103361.0,0.310562,99.6904,99.6904,99.6904,99.6904,99.6904,99.6904,99.6904,100.0,103040.0,320.0,320,320,320,320,320,320,0,0,0,99.6894,0.309595,0.309595,0.309595,0.309595,0.309595,0.309595,0.309595,0.0,0.0,0.0
ns4-pr3,8601.0,2210.0,3.89186,2030,17080.0,0,65.7277,180.0,8906.0,25986.0,0.136709,0.0,61,61.0,8540.0,0.70922,0.0,61,0.70922,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,6,0.271493,210,9.50226,0,0,0.0,0.0,0,0.0,2152.0,97.3756,180,8.1448,0,0,1820,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,6,0.0230894,420,1.61625,0,0,0.0,0.0,0,0.0,25742.0,99.061,8906.0,34.2723,0.0,0.0,16660.0,64.1114,-4.0,60.0,7.24413,13.3841,60.0,0,33.3333,15,8662.0,33.3333,5.0,60.0,22.2695,14.8094,12.0,0,0.0,12,0,0.0,-1.0,42.0,0.356561,3.03517,42.0,0,3.16742,30,70,3.16742,1,71,11.7584,14.7687,3,6,0,3.03175,316.0,1316.0,2018.0,2088.0,2088.0,2210.0,2210.0,2210.0,2210.0,14.2986,59.5475,91.3122,94.4796,94.4796,100.0,100.0,100.0,100.0,1980.0,1454.0,192,122,122,0,0,0,0,0,0,89.5928,65.7919,8.68778,5.52036,5.52036,0.0,0.0,0.0,0.0,0.0,0.0,8540.0,8601.0,8601.0,8601.0,8601.0,8601.0,8601.0,8601.0,8601.0,99.2908,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0.70922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns4-pr6,6919.0,2639.0,2.62183,2511,13764.0,0,65.9574,128.0,7104.0,20868.0,0.11428699999999999,0.0,37,37.0,6882.0,0.534759,0.0,37,0.534759,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,8,0.303145,372,14.0962,0,0,0.0,0.0,0,0.0,2585.0,97.9538,128,4.85032,0,0,2139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,8,0.038336199999999994,744,3.5652699999999995,0,0,0.0,0.0,0,0.0,20720.0,99.2908,7104.0,34.0426,0.0,0.0,13020.0,62.3922,-4.0,30.0,4.49645,7.87817,30.0,0,33.3333,9,6956.0,33.3333,5.0,50.0,13.8503,8.21757,10.0,0,0.0,7,0,0.0,-1.0,39.0,0.247442,2.2759099999999997,39.0,0,3.52406,26,93,3.52406,1,94,7.907539999999999,16.1003,3,6,0,3.0239700000000003,1912.0,2470.0,2470.0,2472.0,2565.0,2639.0,2639.0,2639.0,2639.0,72.4517,93.5961,93.5961,93.6718,97.1959,100.0,100.0,100.0,100.0,2215.0,169.0,169,167,74,0,0,0,0,0,0,83.9333,6.40394,6.40394,6.32815,2.80409,0.0,0.0,0.0,0.0,0.0,0.0,6882.0,6919.0,6919.0,6919.0,6919.0,6919.0,6919.0,6919.0,6919.0,99.4652,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37.0,0.0,0,0,0,0,0,0,0,0,0,0.534759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns4-pr9,7350.0,2220.0,3.31081,2088,14616.0,0,65.9091,132.0,7560.0,22176.0,0.135907,0.0,42,42.0,7308.0,0.571429,0.0,42,0.571429,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,4,0.18018,174,7.837839999999999,0,0,0.0,0.0,0,0.0,2172.0,97.8378,132,5.94595,0,0,1914,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,4,0.0180375,348,1.56926,0,0,0.0,0.0,0,0.0,22008.0,99.2424,7560.0,34.0909,0.0,0.0,14268.0,64.3398,-4.0,35.0,5.40909,9.23552,35.0,0,33.3333,10,7392.0,33.3333,5.0,50.0,16.6286,9.01138,10.0,0,0.0,8,0,0.0,-1.0,49.0,0.328378,2.93193,49.0,0,3.9189199999999995,29,87,3.9189199999999995,1,88,9.989189999999999,15.700999999999999,3,6,0,3.02561,471.0,1614.0,2136.0,2136.0,2136.0,2220.0,2220.0,2220.0,2220.0,21.2162,72.7027,96.2162,96.2162,96.2162,100.0,100.0,100.0,100.0,2020.0,1041.0,84,84,84,0,0,0,0,0,0,90.991,46.8919,3.78378,3.78378,3.78378,0.0,0.0,0.0,0.0,0.0,0.0,7308.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,99.4286,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42.0,0.0,0,0,0,0,0,0,0,0,0,0.571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns894786,27278.0,16794.0,1.62427,5805,32685.0,0,28.7783,10989.0,80890.0,113575.0,0.0247923,27278.0,0,27278.0,0.0,100.0,100.0,0,0.0,0,0.0,69,0.410861,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,429,2.55448,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,69.0,0.0607528,0.0,0.0,69.0,0.0607528,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,429,0.377724,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.704266,0.709936,1.0,0,85.2133,2,96781.0,85.2133,0.0,1.0,0.000513234,0.0226489,1.0,0,0.0,2,0,0.0,0.0,1.0,0.00410861,0.0639666,1.0,0,0.0,2,0,0.0,1,385,6.76283,23.2076,2,18,0,4.20022,8506.0,15898.0,16570.0,16570.0,16570.0,16612.0,16780.0,16794.0,16794.0,50.648999999999994,94.6648,98.6662,98.6662,98.6662,98.9163,99.9166,100.0,100.0,9968.0,896.0,224,224,224,182,14,0,0,0,0,59.3545,5.33524,1.33381,1.33381,1.33381,1.08372,0.08336310000000001,0.0,0.0,0.0,0.0,22272.0,27264.0,27264.0,27278.0,27278.0,27278.0,27278.0,27278.0,27278.0,81.6482,99.9487,99.9487,100.0,100.0,100.0,100.0,100.0,100.0,26894.0,14.0,14,0,0,0,0,0,0,0,0,98.5923,0.051323400000000005,0.051323400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns903616,21582.0,18052.0,1.19555,6151,27447.0,0,29.9506,11901.0,64194.0,91641.0,0.023521900000000002,21582.0,0,21582.0,0.0,100.0,100.0,0,0.0,0,0.0,127,0.703523,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,849,4.70308,484,2.68114,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,127.0,0.13858399999999998,0.0,0.0,127.0,0.13858399999999998,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,849,0.926441,968,1.0563,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.606028,0.795443,1.0,0,80.3014,2,73589.0,80.3014,0.0,1.0,0.00101937,0.0319113,1.0,0,0.0,2,0,0.0,0.0,1.0,0.00703523,0.08358070000000001,1.0,0,0.0,2,0,0.0,1,221,5.0765,15.540999999999999,2,14,0,4.2853699999999995,12970.0,17810.0,17810.0,17810.0,17832.0,17898.0,18052.0,18052.0,18052.0,71.848,98.6594,98.6594,98.6594,98.7813,99.1469,100.0,100.0,100.0,8470.0,242.0,242,242,220,154,0,0,0,0,0,46.92,1.34057,1.34057,1.34057,1.2187,0.8530909999999999,0.0,0.0,0.0,0.0,0.0,16016.0,21560.0,21582.0,21582.0,21582.0,21582.0,21582.0,21582.0,21582.0,74.21,99.8981,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21318.0,22.0,0,0,0,0,0,0,0,0,0,98.7768,0.101937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns930473,11328.0,23240.0,0.4874350000000001,820,54656.0,0,44.8868,22420.0,67108.0,121764.0,0.0462519,11176.0,0,11176.0,152.0,98.6582,98.6582,152,1.34181,0,0.0,68,0.292599,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,100,0.43029300000000004,0,0.0,0,0,0.0,0.0,0,0.0,22436.0,96.5404,0,0.0,704,0,0,0,10928.0,8.974739999999997,0.0,0.0,10928.0,8.974739999999997,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,100,0.08212610000000001,0,0.0,0,0,0.0,0.0,0,0.0,67124.0,55.1263,0.0,0.0,42704.0,35.0711,0.0,0.0,-1.0,116618.0,18742.2,39551.6,116618.0,0,36.2997,83,44200.0,36.2997,0.0,1.0,0.00264831,0.051393499999999995,1.0,0,0.0,2,0,0.0,0.0,100000.0,96144.6,19252.7,100000.0,0,0.0,4,0,0.0,1,240,5.2394099999999995,14.4364,4,481,0,38.8435,22444.0,22445.0,22446.0,22496.0,22948.0,23196.0,23240.0,23240.0,23240.0,96.5749,96.5792,96.5835,96.7986,98.7435,99.8107,100.0,100.0,100.0,796.0,796.0,795,777,293,45,0,0,0,0,0,3.4251300000000002,3.4251300000000002,3.4208300000000005,3.3433699999999997,1.26076,0.193632,0.0,0.0,0.0,0.0,0.0,16.0,11176.0,11176.0,11192.0,11208.0,11208.0,11214.0,11328.0,11328.0,0.141243,98.6582,98.6582,98.7994,98.9407,98.9407,98.9936,100.0,100.0,11328.0,3632.0,152,144,120,120,116,0,0,0,0,100.0,32.0621,1.34181,1.27119,1.05932,1.05932,1.02401,0.0,0.0,0.0,0.0
nsa,388.0,1297.0,0.299152,37,424.0,0,10.0856,1260.0,3780.0,4204.0,0.835393,36.0,0,36.0,352.0,9.27835,9.27835,0,0.0,1,0.257732,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,36,2.77564,0,0,36.0,2.77564,0,0.0,1297.0,100.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,72,1.71265,0,0,72.0,1.71265,0,0.0,4204.0,100.0,0.0,0.0,0.0,0.0,352.0,8.37298,-1.0,1.0,0.326356,0.945247,1.0,0,33.6822,2,1416.0,33.6822,0.0,1.0,0.00257732,0.050701800000000005,1.0,0,0.0,2,0,0.0,0.0,231.0,0.66384,6.45544,115.5,0,0.0,3,0,0.0,2,352,3.24133,9.68913,1,13,0,11.5384,1296.0,1296.0,1296.0,1296.0,1296.0,1296.0,1296.0,1297.0,1297.0,99.9229,99.9229,99.9229,99.9229,99.9229,99.9229,99.9229,100.0,100.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0.077101,0.077101,0.077101,0.077101,0.077101,0.077101,0.077101,0.0,0.0,0.0,0.0,37.0,73.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,9.53608,18.8144,100.0,100.0,100.0,100.0,100.0,100.0,100.0,351.0,315.0,0,0,0,0,0,0,0,0,0,90.4639,81.1856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nsr8k,38356.0,6284.0,6.10376,6195,256212.0,0,68.9468,89.0,115396.0,371608.0,0.154176,32040.0,0,32040.0,6316.0,83.5332,83.5332,6316,16.4668,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,6283.0,99.9841,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,370795.0,99.7812,0.0,0.0,0.0,0.0,0.0,0.0,-356.0,100000000.0,10558.8,887768.0,100000000.0,0,4.599469999999998,3774,17092.0,4.599469999999998,1500.0,100000000.0,102286.0,2761580.0,66666.7,0,0.0,3347,0,0.0,-813.0,10000000000.0,1591340.0,126138000.0,10000000000.0,0,0.015913399999999998,35,1,0.015913399999999998,16,38356,59.1356,514.695,1,24,0,10.5847,0.0,0.0,207.0,2608.0,5383.0,6173.0,6221.0,6240.0,6268.0,0.0,0.0,3.29408,41.5022,85.662,98.2336,98.9975,99.2998,99.7454,6284.0,6284.0,6284,3805,946,114,63,44,16,8,6,100.0,100.0,100.0,60.5506,15.0541,1.81413,1.00255,0.700191,0.25461500000000004,0.127307,0.0954806,6326.0,11547.0,36982.0,38356.0,38356.0,38356.0,38356.0,38356.0,38356.0,16.4929,30.1048,96.4178,100.0,100.0,100.0,100.0,100.0,100.0,32040.0,29386.0,2062,0,0,0,0,0,0,0,0,83.5332,76.6138,5.37595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nsrand-ipx,6621.0,735.0,9.00816,0,0.0,0,0.0,735.0,223261.0,223261.0,4.58777,6620.0,0,6620.0,1.0,99.9849,99.9849,0,0.0,1,0.015103499999999999,0,0.0,331,45.034,0,0,0,0.0,0,0.0,338,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1.0,0.136054,0,0.0,0,0,0,0,0.0,0.0,6620.0,2.9651400000000003,6620.0,2.9651400000000003,0.0,0.0,0,0.0,191600.0,85.8188,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,6621.0,2.96559,0.0,0.0,0.0,0.0,0.0,0.0,-18400.0,60.0,-93.5653,775.88,18400.0,0,2.9651400000000003,90,6620.0,2.9651400000000003,0.0,1.0,0.000151035,0.0122887,1.0,0,0.0,2,0,0.0,0.0,45.0,4.725169999999999,6.44606,45.0,0,0.0,31,0,0.0,20,6621,303.756,412.04,1,104,0,38.1888,0.0,0.0,0.0,332.0,343.0,360.0,416.0,552.0,704.0,0.0,0.0,0.0,45.1701,46.6667,48.9796,56.5986,75.102,95.7823,735.0,735.0,735,403,392,375,319,183,31,1,1,100.0,100.0,100.0,54.8299,53.3333,51.0204,43.4014,24.898000000000003,4.21769,0.136054,0.136054,1.0,81.0,981.0,3741.0,6181.0,6621.0,6621.0,6621.0,6621.0,0.015103499999999999,1.22338,14.8165,56.501999999999995,93.3545,100.0,100.0,100.0,100.0,6620.0,6600.0,5860,3060,520,0,0,0,0,0,0,99.9849,99.6828,88.5063,46.2166,7.8538,0.0,0.0,0.0,0.0,0.0,0.0
nu120-pr3,8601.0,2210.0,3.89186,2030,17080.0,0,65.7277,180.0,8906.0,25986.0,0.136709,8540.0,61,8601.0,0.0,100.0,99.2908,61,0.70922,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,6,0.271493,210,9.50226,0,0,0.0,0.0,0,0.0,0.0,0.0,180,8.1448,1820,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,6,0.0230894,420,1.61625,0,0,0.0,0.0,0,0.0,0.0,0.0,8906.0,34.2723,16660.0,64.1114,0.0,0.0,-120.0,60.0,6.69953,15.9454,120.0,0,33.3333,15,8662.0,33.3333,5.0,720.0,27.0213,60.3653,144.0,0,0.0,13,0,0.0,-1.0,2.0,0.0239819,0.306586,2.0,0,3.16742,4,70,3.16742,1,71,11.7584,14.7687,3,6,0,3.03175,316.0,1316.0,2018.0,2088.0,2088.0,2210.0,2210.0,2210.0,2210.0,14.2986,59.5475,91.3122,94.4796,94.4796,100.0,100.0,100.0,100.0,1980.0,1454.0,192,122,122,0,0,0,0,0,0,89.5928,65.7919,8.68778,5.52036,5.52036,0.0,0.0,0.0,0.0,0.0,0.0,8540.0,8601.0,8601.0,8601.0,8601.0,8601.0,8601.0,8601.0,8601.0,99.2908,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0.70922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
